stateEstimate.x_x,stateEstimate.x_y,stateEstimate.y_x,stateEstimate.y_y,stateEstimate.z_x,stateEstimate.z_y,stateEstimate.roll_x,stateEstimate.roll_y,stateEstimate.pitch_x,stateEstimate.pitch_y,stateEstimate.yaw_x,stateEstimate.yaw_y
1079124.,0.1083,1079124.,0.2381,1079124.,0.0113,1079124.,0.0304,1079124.,-0.0038,1079124.,-0.3874
1079164.,0.1086,1079164.,0.2363,1079164.,0.0104,1079164.,0.1029,1079164.,-0.0362,1079164.,-0.404
1079204.,0.1093,1079204.,0.2372,1079204.,0.0098,1079204.,0.0517,1079204.,-0.0106,1079204.,-0.4026
1079244.,0.1099,1079244.,0.2349,1079244.,0.0093,1079244.,0.0746,1079244.,-0.0373,1079244.,-0.4291
1079284.,0.1091,1079284.,0.2365,1079284.,0.0105,1079284.,0.0532,1079284.,0.007,1079284.,-0.4164
1079324.,0.1076,1079324.,0.2366,1079324.,0.01,1079324.,0.0457,1079324.,0.0391,1079324.,-0.4143
1079364.,0.1093,1079364.,0.2353,1079364.,0.0105,1079364.,0.0600,1079364.,-0.0287,1079364.,-0.4256
1079404.,0.1098,1079404.,0.2325,1079404.,0.0096,1079404.,0.1047,1079404.,-0.0126,1079404.,-0.455
1079444.,0.109,1079444.,0.2335,1079444.,0.0098,1079444.,0.0195,1079444.,-0.0004,1079444.,-0.4572
1079484.,0.1099,1079484.,0.2338,1079484.,0.0111,1079484.,0.0492,1079484.,0.0113,1079484.,-0.4458
1079524.,0.1091,1079524.,0.2331,1079524.,0.0121,1079524.,0.0604,1079524.,0.0134,1079524.,-0.4575
1079564.,0.1082,1079564.,0.2302,1079564.,0.0117,1079564.,0.0323,1079564.,-0.0092,1079564.,-0.5029
1079604.,0.108,1079604.,0.2312,1079604.,0.012,1079604.,0.0697,1079604.,0.0209,1079604.,-0.4803
1079644.,0.1103,1079644.,0.2331,1079644.,0.0123,1079644.,0.0031,1079644.,-0.0580,1079644.,-0.4778
1079684.,0.1106,1079684.,0.2285,1079684.,0.0126,1079684.,0.0979,1079684.,-0.0062,1079684.,-0.5179
1079724.,0.1110,1079724.,0.2285,1079724.,0.0133,1079724.,0.0931,1079724.,-0.0416,1079724.,-0.5123
1079764.,0.11,1079764.,0.2295,1079764.,0.0127,1079764.,0.0741,1079764.,0.0320,1079764.,-0.5048
1079804.,0.1100,1079804.,0.2281,1079804.,0.0119,1079804.,0.1342,1079804.,-0.0013,1079804.,-0.4935
1079844.,0.1097,1079844.,0.2267,1079844.,0.0112,1079844.,0.1234,1079844.,0.0073,1079844.,-0.5198
1079884.,0.1088,1079884.,0.2260,1079884.,0.0116,1079884.,0.1139,1079884.,0.0247,1079884.,-0.5293
1079924.,0.1088,1079924.,0.2262,1079924.,0.0114,1079924.,0.1146,1079924.,0.0546,1079924.,-0.5149
1079964.,0.1094,1079964.,0.2267,1079964.,0.0109,1079964.,0.0612,1079964.,0.0036,1079964.,-0.5309
1080004.,0.1081,1080004.,0.2274,1080004.,0.0109,1080004.,0.0453,1080004.,0.0449,1080004.,-0.5232
1080044.,0.1075,1080044.,0.2261,1080044.,0.0102,1080044.,0.0874,1080044.,0.0338,1080044.,-0.5509
1080084.,0.1080,1080084.,0.2252,1080084.,0.0101,1080084.,0.0998,1080084.,-0.0241,1080084.,-0.5787
1080124.,0.1094,1080124.,0.2270,1080124.,0.0092,1080124.,0.1015,1080124.,-0.0434,1080124.,-0.5531
1080164.,0.1071,1080164.,0.2284,1080164.,0.0094,1080164.,0.0420,1080164.,-0.0231,1080164.,-0.5815
1080204.,0.1044,1080204.,0.2276,1080204.,0.0099,1080204.,0.0825,1080204.,0.0782,1080204.,-0.5848
1080244.,0.1039,1080244.,0.2264,1080244.,0.0101,1080244.,0.0705,1080244.,0.0763,1080244.,-0.6024
1080284.,0.1042,1080284.,0.2289,1080284.,0.0106,1080284.,0.0782,1080284.,0.0896,1080284.,-0.5700
1080324.,0.1045,1080324.,0.2285,1080324.,0.0115,1080324.,0.0726,1080324.,0.0789,1080324.,-0.5636
1080364.,0.1050,1080364.,0.2297,1080364.,0.0116,1080364.,0.0347,1080364.,0.0402,1080364.,-0.5649
1080404.,0.106,1080404.,0.2333,1080404.,0.0125,1080404.,-0.0115,1080404.,-0.0031,1080404.,-0.5423
1080444.,0.1043,1080444.,0.2307,1080444.,0.0127,1080444.,0.1073,1080444.,0.0592,1080444.,-0.5670
1080484.,0.1047,1080484.,0.2313,1080484.,0.0119,1080484.,0.0624,1080484.,0.0255,1080484.,-0.5663
1080524.,0.1046,1080524.,0.2318,1080524.,0.0122,1080524.,0.0214,1080524.,0.0367,1080524.,-0.56
1080564.,0.1062,1080564.,0.2317,1080564.,0.0106,1080564.,0.0172,1080564.,-0.0022,1080564.,-0.5493
1080604.,0.1064,1080604.,0.231,1080604.,0.0103,1080604.,0.0681,1080604.,-0.0046,1080604.,-0.5570
1080644.,0.1064,1080644.,0.2315,1080644.,0.0104,1080644.,0.0474,1080644.,0.0029,1080644.,-0.5553
1080684.,0.1065,1080684.,0.2308,1080684.,0.0103,1080684.,0.0617,1080684.,-0.0222,1080684.,-0.5673
1080724.,0.1053,1080724.,0.2312,1080724.,0.0102,1080724.,0.0756,1080724.,0.0218,1080724.,-0.5677
1080764.,0.1059,1080764.,0.2319,1080764.,0.0101,1080764.,0.1094,1080764.,-0.0123,1080764.,-0.5642
1080804.,0.1068,1080804.,0.2343,1080804.,0.0105,1080804.,0.0797,1080804.,-0.0426,1080804.,-0.566
1080844.,0.1055,1080844.,0.2366,1080844.,0.0107,1080844.,0.0266,1080844.,0.0109,1080844.,-0.5766
1080884.,0.1060,1080884.,0.2392,1080884.,0.0109,1080884.,0.0266,1080884.,0.0023,1080884.,-0.5734
1080924.,0.1047,1080924.,0.2371,1080924.,0.0108,1080924.,0.1355,1080924.,0.0577,1080924.,-0.5662
1080964.,0.1035,1080964.,0.2361,1080964.,0.0119,1080964.,0.1356,1080964.,0.0873,1080964.,-0.5798
1081004.,0.1035,1081004.,0.2363,1081004.,0.0118,1081004.,0.1282,1081004.,0.0476,1081004.,-0.6170
1081044.,0.1038,1081044.,0.2388,1081044.,0.0125,1081044.,0.0850,1081044.,0.0352,1081044.,-0.6255
1081084.,0.1039,1081084.,0.2372,1081084.,0.0126,1081084.,0.1293,1081084.,0.0172,1081084.,-0.6338
1081124.,0.1027,1081124.,0.2387,1081124.,0.0114,1081124.,0.1047,1081124.,0.0472,1081124.,-0.6305
1081164.,0.1035,1081164.,0.2401,1081164.,0.0109,1081164.,0.0694,1081164.,0.0387,1081164.,-0.6017
1081204.,0.1066,1081204.,0.2422,1081204.,0.0113,1081204.,0.1017,1081204.,-0.0636,1081204.,-0.6082
1081244.,0.1067,1081244.,0.2448,1081244.,0.0116,1081244.,0.0599,1081244.,-0.0384,1081244.,-0.5936
1081284.,0.1075,1081284.,0.2450,1081284.,0.0118,1081284.,0.1290,1081284.,-0.0865,1081284.,-0.6113
1081324.,0.1063,1081324.,0.2483,1081324.,0.0120,1081324.,0.0553,1081324.,-0.0344,1081324.,-0.6072
1081364.,0.1051,1081364.,0.247,1081364.,0.0118,1081364.,0.1232,1081364.,-0.0013,1081364.,-0.5986
1081404.,0.1046,1081404.,0.2489,1081404.,0.0120,1081404.,0.0919,1081404.,0.0059,1081404.,-0.6164
1081444.,0.1042,1081444.,0.2491,1081444.,0.0122,1081444.,0.0891,1081444.,-0.0138,1081444.,-0.6305
1081484.,0.1047,1081484.,0.249,1081484.,0.0105,1081484.,0.1284,1081484.,-0.0156,1081484.,-0.6141
1081524.,0.1064,1081524.,0.2489,1081524.,0.0092,1081524.,0.1268,1081524.,-0.0723,1081524.,-0.6053
1081564.,0.1051,1081564.,0.2475,1081564.,0.0094,1081564.,0.1601,1081564.,-0.0407,1081564.,-0.6048
1081604.,0.1058,1081604.,0.2499,1081604.,0.0090,1081604.,0.0830,1081604.,-0.0424,1081604.,-0.5928
1081644.,0.1065,1081644.,0.2514,1081644.,0.0088,1081644.,0.097,1081644.,-0.0340,1081644.,-0.5738
1081684.,0.1066,1081684.,0.2507,1081684.,0.0096,1081684.,0.0987,1081684.,0.0043,1081684.,-0.5324
1081724.,0.1077,1081724.,0.2502,1081724.,0.0106,1081724.,0.1271,1081724.,-0.0371,1081724.,-0.5160
1081764.,0.1075,1081764.,0.2534,1081764.,0.0101,1081764.,0.0892,1081764.,-0.0108,1081764.,-0.5244
1081804.,0.1092,1081804.,0.2527,1081804.,0.0114,1081804.,0.0705,1081804.,-0.1000,1081804.,-0.5256
1081844.,0.1069,1081844.,0.2519,1081844.,0.0111,1081844.,0.0867,1081844.,-0.0473,1081844.,-0.5540
1081884.,0.1062,1081884.,0.2521,1081884.,0.0115,1081884.,0.0878,1081884.,0.0006,1081884.,-0.5297
1081924.,0.1057,1081924.,0.2511,1081924.,0.0116,1081924.,0.112,1081924.,0.0236,1081924.,-0.5211
1081964.,0.1054,1081964.,0.2535,1081964.,0.0120,1081964.,0.0637,1081964.,0.049,1081964.,-0.5098
1082004.,0.1046,1082004.,0.2549,1082004.,0.0105,1082004.,0.0615,1082004.,0.0433,1082004.,-0.5424
1082044.,0.1068,1082044.,0.2538,1082044.,0.0104,1082044.,0.0337,1082044.,-0.0636,1082044.,-0.5133
1082084.,0.107,1082084.,0.2527,1082084.,0.0111,1082084.,0.0735,1082084.,-0.0554,1082084.,-0.5024
1082124.,0.1062,1082124.,0.2537,1082124.,0.0095,1082124.,0.0378,1082124.,-0.0413,1082124.,-0.5156
1082164.,0.1062,1082164.,0.2537,1082164.,0.0108,1082164.,0.0388,1082164.,-0.0710,1082164.,-0.531
1082204.,0.1060,1082204.,0.2527,1082204.,0.0115,1082204.,0.0765,1082204.,-0.0444,1082204.,-0.5228
1082244.,0.1047,1082244.,0.2513,1082244.,0.0115,1082244.,0.0945,1082244.,-0.0189,1082244.,-0.5285
1082284.,0.1031,1082284.,0.2517,1082284.,0.0107,1082284.,0.0725,1082284.,-0.0226,1082284.,-0.5724
1082324.,0.1057,1082324.,0.2491,1082324.,0.0109,1082324.,0.1627,1082324.,-0.0925,1082324.,-0.5271
1082364.,0.1062,1082364.,0.2513,1082364.,0.0111,1082364.,0.029,1082364.,-0.0698,1082364.,-0.5019
1082404.,0.1047,1082404.,0.2484,1082404.,0.0116,1082404.,0.1156,1082404.,-0.0142,1082404.,-0.4996
1082444.,0.1054,1082444.,0.2493,1082444.,0.0118,1082444.,0.0515,1082444.,-0.0278,1082444.,-0.4771
1082484.,0.1061,1082484.,0.251,1082484.,0.0112,1082484.,0.0295,1082484.,-0.0629,1082484.,-0.4691
1082524.,0.1067,1082524.,0.2517,1082524.,0.0112,1082524.,0.0818,1082524.,-0.0664,1082524.,-0.4629
1082564.,0.1066,1082564.,0.2534,1082564.,0.0117,1082564.,0.0362,1082564.,-0.0445,1082564.,-0.4651
1082604.,0.1075,1082604.,0.2552,1082604.,0.0116,1082604.,0.0389,1082604.,-0.0548,1082604.,-0.4541
1082644.,0.1077,1082644.,0.2540,1082644.,0.0111,1082644.,0.0629,1082644.,-0.0438,1082644.,-0.4418
1082684.,0.1076,1082684.,0.2530,1082684.,0.0107,1082684.,0.0589,1082684.,-0.0256,1082684.,-0.433
1082724.,0.1076,1082724.,0.2531,1082724.,0.0117,1082724.,0.0966,1082724.,-0.0321,1082724.,-0.4451
1082764.,0.1083,1082764.,0.2539,1082764.,0.0116,1082764.,0.0734,1082764.,-0.0182,1082764.,-0.4255
1082804.,0.1093,1082804.,0.2547,1082804.,0.0132,1082804.,0.0292,1082804.,-0.0444,1082804.,-0.4107
1082844.,0.1094,1082844.,0.2526,1082844.,0.0119,1082844.,0.0506,1082844.,-0.0183,1082844.,-0.3824
1082884.,0.1117,1082884.,0.2518,1082884.,0.0117,1082884.,0.105,1082884.,-0.1409,1082884.,-0.3843
1082924.,0.1098,1082924.,0.2529,1082924.,0.0116,1082924.,0.0274,1082924.,-0.0886,1082924.,-0.4131
1082964.,0.1077,1082964.,0.2514,1082964.,0.0107,1082964.,0.0214,1082964.,-0.0008,1082964.,-0.4260
1083004.,0.1054,1083004.,0.246,1083004.,0.0106,1083004.,0.2313,1083004.,0.0712,1083004.,-0.4427
1083044.,0.1061,1083044.,0.2442,1083044.,0.0095,1083044.,0.209,1083044.,0.0269,1083044.,-0.4366
1083084.,0.1073,1083084.,0.2444,1083084.,0.0095,1083084.,0.1449,1083084.,0.0014,1083084.,-0.4077
1083124.,0.1064,1083124.,0.2438,1083124.,0.0091,1083124.,0.1621,1083124.,0.0098,1083124.,-0.4198
1083164.,0.1057,1083164.,0.2449,1083164.,0.0094,1083164.,0.1260,1083164.,0.0243,1083164.,-0.419
1083204.,0.1072,1083204.,0.2461,1083204.,0.0100,1083204.,0.0676,1083204.,-0.0075,1083204.,-0.3922
1083244.,0.1064,1083244.,0.2477,1083244.,0.0100,1083244.,0.0569,1083244.,-0.0047,1083244.,-0.4205
1083284.,0.1074,1083284.,0.2468,1083284.,0.0097,1083284.,0.0913,1083284.,-0.0004,1083284.,-0.3842
1083324.,0.1083,1083324.,0.2467,1083324.,0.0099,1083324.,0.0761,1083324.,-0.0583,1083324.,-0.4147
1083364.,0.1092,1083364.,0.2485,1083364.,0.0112,1083364.,0.0292,1083364.,-0.0357,1083364.,-0.3733
1083404.,0.1082,1083404.,0.2494,1083404.,0.011,1083404.,0.0626,1083404.,0.0189,1083404.,-0.3718
1083444.,0.1045,1083444.,0.2511,1083444.,0.0111,1083444.,0.0911,1083444.,0.1245,1083444.,-0.4192
1083484.,0.1062,1083484.,0.2511,1083484.,0.0105,1083484.,0.0783,1083484.,0.0681,1083484.,-0.3902
1083524.,0.1117,1083524.,0.2529,1083524.,0.0111,1083524.,0.0249,1083524.,-0.1608,1083524.,-0.4043
1083564.,0.1082,1083564.,0.2546,1083564.,0.0114,1083564.,0.0129,1083564.,-0.0333,1083564.,-0.4507
1083604.,0.109,1083604.,0.2537,1083604.,0.0112,1083604.,-0.0263,1083604.,-0.0685,1083604.,-0.4443
1083644.,0.1092,1083644.,0.2544,1083644.,0.0103,1083644.,0.0207,1083644.,-0.0635,1083644.,-0.442
1083684.,0.1103,1083684.,0.2568,1083684.,0.0102,1083684.,0.0473,1083684.,-0.0594,1083684.,-0.4288
1083724.,0.1103,1083724.,0.2575,1083724.,0.0106,1083724.,0.0614,1083724.,-0.0636,1083724.,-0.4369
1083764.,0.1106,1083764.,0.2585,1083764.,0.0092,1083764.,0.0339,1083764.,-0.0858,1083764.,-0.4508
1083804.,0.1092,1083804.,0.2595,1083804.,0.0094,1083804.,0.0349,1083804.,-0.0316,1083804.,-0.4844
1083844.,0.1093,1083844.,0.2597,1083844.,0.0101,1083844.,0.0406,1083844.,-0.0778,1083844.,-0.5100
1083884.,0.1065,1083884.,0.2595,1083884.,0.0098,1083884.,0.0553,1083884.,-0.0092,1083884.,-0.5671
1083924.,0.1049,1083924.,0.2618,1083924.,0.0103,1083924.,0.029,1083924.,-0.0359,1083924.,-0.6298
1083964.,0.1014,1083964.,0.2624,1083964.,0.0107,1083964.,0.0464,1083964.,0.0327,1083964.,-0.6845
1084004.,0.1005,1084004.,0.2626,1084004.,0.0114,1084004.,0.0539,1084004.,-0.0097,1084004.,-0.7305
1084044.,0.1004,1084044.,0.2628,1084044.,0.0112,1084044.,0.0208,1084044.,0.0012,1084044.,-0.7449
1084084.,0.1002,1084084.,0.2615,1084084.,0.0109,1084084.,0.0851,1084084.,0.0194,1084084.,-0.7419
1084124.,0.0998,1084124.,0.2624,1084124.,0.0111,1084124.,0.118,1084124.,0.008,1084124.,-0.7554
1084164.,0.0992,1084164.,0.2625,1084164.,0.0104,1084164.,0.1246,1084164.,-0.0156,1084164.,-0.7808
1084204.,0.0975,1084204.,0.2635,1084204.,0.0107,1084204.,0.1116,1084204.,-0.0096,1084204.,-0.8117
1084244.,0.0964,1084244.,0.2635,1084244.,0.011,1084244.,0.1243,1084244.,-0.0085,1084244.,-0.8337
1084284.,0.0951,1084284.,0.2664,1084284.,0.0102,1084284.,0.069,1084284.,0.0318,1084284.,-0.8383
1084324.,0.0976,1084324.,0.2660,1084324.,0.0106,1084324.,0.0856,1084324.,-0.0547,1084324.,-0.8457
1084364.,0.0968,1084364.,0.2672,1084364.,0.0104,1084364.,0.0857,1084364.,-0.0210,1084364.,-0.8495
1084404.,0.0967,1084404.,0.2670,1084404.,0.0111,1084404.,0.1184,1084404.,-0.0271,1084404.,-0.8623
1084444.,0.0976,1084444.,0.2660,1084444.,0.0117,1084444.,0.0716,1084444.,-0.0379,1084444.,-0.8479
1084484.,0.0957,1084484.,0.2656,1084484.,0.0113,1084484.,0.0705,1084484.,0.0174,1084484.,-0.8550
1084524.,0.0964,1084524.,0.2655,1084524.,0.0113,1084524.,0.1114,1084524.,-0.0352,1084524.,-0.8626
1084564.,0.0955,1084564.,0.2673,1084564.,0.0117,1084564.,0.0543,1084564.,0.0080,1084564.,-0.8587
1084604.,0.0966,1084604.,0.2686,1084604.,0.0111,1084604.,0.0853,1084604.,-0.0132,1084604.,-0.8583
1084644.,0.0970,1084644.,0.2708,1084644.,0.0111,1084644.,0.0293,1084644.,-0.0251,1084644.,-0.8493
1084684.,0.0948,1084684.,0.2696,1084684.,0.0112,1084684.,0.1296,1084684.,0.0125,1084684.,-0.8742
1084724.,0.0954,1084724.,0.271,1084724.,0.0108,1084724.,0.1221,1084724.,-0.0377,1084724.,-0.8649
1084764.,0.0873,1084764.,0.2721,1084764.,0.0106,1084764.,0.1060,1084764.,0.1780,1084764.,-0.8775
1084804.,0.0865,1084804.,0.2721,1084804.,0.0099,1084804.,0.1088,1084804.,0.1214,1084804.,-0.8861
1084844.,0.0862,1084844.,0.2727,1084844.,0.0112,1084844.,0.1161,1084844.,0.0543,1084844.,-0.9098
1084884.,0.0840,1084884.,0.2749,1084884.,0.0108,1084884.,0.0201,1084884.,0.0819,1084884.,-0.8759
1084924.,0.0845,1084924.,0.2742,1084924.,0.0102,1084924.,0.0513,1084924.,0.0445,1084924.,-0.8711
1084964.,0.0844,1084964.,0.2735,1084964.,0.0110,1084964.,0.0921,1084964.,0.0037,1084964.,-0.8809
1085004.,0.0825,1085004.,0.2739,1085004.,0.0108,1085004.,0.088,1085004.,0.0142,1085004.,-0.8825
1085044.,0.082,1085044.,0.2751,1085044.,0.0113,1085044.,0.1231,1085044.,-0.0092,1085044.,-0.9431
1085084.,0.0815,1085084.,0.2751,1085084.,0.0118,1085084.,0.1020,1085084.,-0.0171,1085084.,-0.9185
1085124.,0.0812,1085124.,0.2762,1085124.,0.0125,1085124.,0.0912,1085124.,-0.0624,1085124.,-0.9454
1085164.,0.0799,1085164.,0.2753,1085164.,0.0118,1085164.,0.0846,1085164.,-0.0035,1085164.,-0.9007
1085204.,0.0803,1085204.,0.2743,1085204.,0.0105,1085204.,0.1118,1085204.,-0.0137,1085204.,-0.8771
1085244.,0.0796,1085244.,0.2755,1085244.,0.0107,1085244.,0.1088,1085244.,-0.1064,1085244.,-0.9207
1085284.,0.0779,1085284.,0.2759,1085284.,0.0107,1085284.,0.1006,1085284.,-0.0652,1085284.,-0.9257
1085324.,0.0777,1085324.,0.2738,1085324.,0.0133,1085324.,0.1383,1085324.,-0.0787,1085324.,-0.8784
1085364.,0.0784,1085364.,0.2757,1085364.,0.0117,1085364.,0.0994,1085364.,-0.0888,1085364.,-0.9153
1085404.,0.0795,1085404.,0.2767,1085404.,0.0115,1085404.,0.0964,1085404.,-0.1035,1085404.,-0.9554
1085444.,0.0791,1085444.,0.2784,1085444.,0.0118,1085444.,0.0953,1085444.,-0.1008,1085444.,-1.0078
1085484.,0.0781,1085484.,0.2785,1085484.,0.0111,1085484.,0.0571,1085484.,-0.0766,1085484.,-0.9857
1085524.,0.0802,1085524.,0.2778,1085524.,0.0111,1085524.,0.1326,1085524.,-0.1142,1085524.,-0.9978
1085564.,0.0777,1085564.,0.2797,1085564.,0.0098,1085564.,0.0900,1085564.,-0.0512,1085564.,-1.0247
1085604.,0.0788,1085604.,0.2796,1085604.,0.0098,1085604.,0.0935,1085604.,-0.1264,1085604.,-1.0194
1085644.,0.0776,1085644.,0.2788,1085644.,0.0102,1085644.,0.1057,1085644.,-0.1234,1085644.,-0.995
1085684.,0.0767,1085684.,0.2806,1085684.,0.0105,1085684.,0.0655,1085684.,-0.0918,1085684.,-1.0263
1085724.,0.0775,1085724.,0.2813,1085724.,0.0107,1085724.,0.1060,1085724.,-0.1347,1085724.,-1.0565
1085764.,0.076,1085764.,0.2839,1085764.,0.0113,1085764.,0.029,1085764.,-0.0886,1085764.,-1.0987
1085804.,0.0759,1085804.,0.2839,1085804.,0.0116,1085804.,0.0623,1085804.,-0.1069,1085804.,-1.1019
1085844.,0.0762,1085844.,0.2838,1085844.,0.0108,1085844.,0.0426,1085844.,-0.1039,1085844.,-1.0898
1085884.,0.0744,1085884.,0.2827,1085884.,0.0110,1085884.,0.0853,1085884.,-0.0848,1085884.,-1.0708
1085924.,0.0755,1085924.,0.2817,1085924.,0.0121,1085924.,0.0858,1085924.,-0.1307,1085924.,-1.0465
1085964.,0.0742,1085964.,0.2829,1085964.,0.0111,1085964.,0.0360,1085964.,-0.0827,1085964.,-1.0481
1086004.,0.0739,1086004.,0.2816,1086004.,0.0112,1086004.,0.1141,1086004.,-0.0768,1086004.,-1.0429
1086044.,0.0750,1086044.,0.282,1086044.,0.0112,1086044.,0.0937,1086044.,-0.1062,1086044.,-1.0422
1086084.,0.0736,1086084.,0.2811,1086084.,0.0113,1086084.,0.0999,1086084.,-0.0773,1086084.,-1.0349
1086124.,0.0747,1086124.,0.2814,1086124.,0.0121,1086124.,0.0941,1086124.,-0.0482,1086124.,-1.0488
1086164.,0.0761,1086164.,0.2814,1086164.,0.0119,1086164.,0.0609,1086164.,-0.0903,1086164.,-1.0407
1086204.,0.0731,1086204.,0.2796,1086204.,0.0113,1086204.,0.1604,1086204.,-0.0655,1086204.,-1.0196
1086244.,0.0743,1086244.,0.2812,1086244.,0.0113,1086244.,0.1162,1086244.,-0.0820,1086244.,-1.0318
1086284.,0.0753,1086284.,0.2823,1086284.,0.0112,1086284.,0.1269,1086284.,-0.1056,1086284.,-1.0562
1086324.,0.0766,1086324.,0.2831,1086324.,0.0112,1086324.,0.1138,1086324.,-0.1169,1086324.,-1.0667
1086364.,0.0783,1086364.,0.2833,1086364.,0.0111,1086364.,0.1198,1086364.,-0.1242,1086364.,-1.0784
1086404.,0.0781,1086404.,0.2837,1086404.,0.0111,1086404.,0.128,1086404.,-0.0795,1086404.,-1.0879
1086444.,0.0776,1086444.,0.2820,1086444.,0.0112,1086444.,0.1854,1086444.,-0.0803,1086444.,-1.0684
1086484.,0.0767,1086484.,0.2834,1086484.,0.0103,1086484.,0.1516,1086484.,-0.0671,1086484.,-1.0714
1086524.,0.0776,1086524.,0.2852,1086524.,0.0106,1086524.,0.1149,1086524.,-0.0845,1086524.,-1.0738
1086564.,0.0768,1086564.,0.2842,1086564.,0.0104,1086564.,0.1448,1086564.,-0.0168,1086564.,-1.0639
1086604.,0.0761,1086604.,0.2867,1086604.,0.0112,1086604.,0.0417,1086604.,-0.0358,1086604.,-1.0558
1086644.,0.0737,1086644.,0.2861,1086644.,0.0108,1086644.,0.0814,1086644.,-0.0133,1086644.,-1.0516
1086684.,0.0743,1086684.,0.2847,1086684.,0.0115,1086684.,0.0409,1086684.,-0.033,1086684.,-1.0479
1086724.,0.0737,1086724.,0.2845,1086724.,0.0115,1086724.,0.0712,1086724.,-0.0239,1086724.,-1.0437
1086764.,0.0736,1086764.,0.2841,1086764.,0.0106,1086764.,0.1418,1086764.,-0.0366,1086764.,-1.0477
1086804.,0.0687,1086804.,0.2848,1086804.,0.0119,1086804.,0.1383,1086804.,0.1197,1086804.,-1.0489
1086844.,0.0684,1086844.,0.2839,1086844.,0.0119,1086844.,0.0984,1086844.,0.1249,1086844.,-1.0258
1086884.,0.0687,1086884.,0.2834,1086884.,0.0122,1086884.,0.0967,1086884.,0.1146,1086884.,-1.0101
1086924.,0.0678,1086924.,0.2844,1086924.,0.0115,1086924.,0.0856,1086924.,0.1262,1086924.,-1.0075
1086964.,0.0659,1086964.,0.2832,1086964.,0.0109,1086964.,0.1290,1086964.,0.1570,1086964.,-1.0145
1087004.,0.0659,1087004.,0.2824,1087004.,0.0110,1087004.,0.1254,1087004.,0.1595,1087004.,-0.9955
1087044.,0.0656,1087044.,0.2841,1087044.,0.0106,1087044.,0.1265,1087044.,0.0517,1087044.,-1.0395
1087084.,0.0654,1087084.,0.2864,1087084.,0.0108,1087084.,0.0823,1087084.,0.0459,1087084.,-1.0483
1087124.,0.0646,1087124.,0.2861,1087124.,0.0097,1087124.,0.1070,1087124.,0.0291,1087124.,-1.0709
1087164.,0.0623,1087164.,0.2855,1087164.,0.0106,1087164.,0.1136,1087164.,0.002,1087164.,-1.059
1087204.,0.0608,1087204.,0.2874,1087204.,0.0108,1087204.,0.1042,1087204.,0.0262,1087204.,-1.1002
1087244.,0.0618,1087244.,0.2874,1087244.,0.0114,1087244.,0.0782,1087244.,-0.034,1087244.,-1.0709
1087284.,0.0645,1087284.,0.2855,1087284.,0.0107,1087284.,0.1036,1087284.,-0.1013,1087284.,-1.0286
1087324.,0.0660,1087324.,0.2822,1087324.,0.0109,1087324.,0.1711,1087324.,-0.1329,1087324.,-0.985
1087364.,0.0648,1087364.,0.2814,1087364.,0.0110,1087364.,0.1368,1087364.,-0.0529,1087364.,-0.9364
1087404.,0.0662,1087404.,0.2803,1087404.,0.0115,1087404.,0.1147,1087404.,-0.0858,1087404.,-0.8883
1087444.,0.0658,1087444.,0.28,1087444.,0.0118,1087444.,0.1476,1087444.,-0.0720,1087444.,-0.8952
1087484.,0.0681,1087484.,0.2789,1087484.,0.0131,1087484.,0.1165,1087484.,-0.1470,1087484.,-0.8417
1087524.,0.0691,1087524.,0.2773,1087524.,0.0123,1087524.,0.1228,1087524.,-0.1562,1087524.,-0.7997
1087564.,0.0684,1087564.,0.2762,1087564.,0.0124,1087564.,0.1351,1087564.,-0.1200,1087564.,-0.7709
1087604.,0.0680,1087604.,0.2758,1087604.,0.0120,1087604.,0.1136,1087604.,-0.1048,1087604.,-0.7484
1087644.,0.0686,1087644.,0.2758,1087644.,0.0126,1087644.,0.0816,1087644.,-0.1551,1087644.,-0.7482
1087684.,0.0676,1087684.,0.2762,1087684.,0.013,1087684.,0.0564,1087684.,-0.1279,1087684.,-0.7438
1087724.,0.0653,1087724.,0.2742,1087724.,0.0115,1087724.,0.0782,1087724.,-0.0363,1087724.,-0.7268
1087764.,0.0666,1087764.,0.2732,1087764.,0.0117,1087764.,0.0676,1087764.,-0.0888,1087764.,-0.7183
1087804.,0.0662,1087804.,0.2734,1087804.,0.0107,1087804.,0.0511,1087804.,-0.0669,1087804.,-0.7194
1087844.,0.0659,1087844.,0.2732,1087844.,0.0115,1087844.,0.0599,1087844.,-0.0634,1087844.,-0.7349
1087884.,0.0634,1087884.,0.2744,1087884.,0.0105,1087884.,0.0826,1087884.,0.0101,1087884.,-0.7871
1087924.,0.0619,1087924.,0.2731,1087924.,0.011,1087924.,0.0879,1087924.,0.0637,1087924.,-0.7797
1087964.,0.0642,1087964.,0.2756,1087964.,0.0106,1087964.,0.0400,1087964.,-0.0327,1087964.,-0.803
1088004.,0.0623,1088004.,0.2739,1088004.,0.0106,1088004.,0.1127,1088004.,-0.0202,1088004.,-0.8212
1088044.,0.0637,1088044.,0.2726,1088044.,0.0117,1088044.,0.0787,1088044.,-0.0742,1088044.,-0.7815
1088084.,0.0632,1088084.,0.2700,1088084.,0.0117,1088084.,0.0911,1088084.,-0.0590,1088084.,-0.735
